component,spcd,n,sigma,rmse,sd_pe_pct,fi
TT_DW_ADJ,95,1212,4.1710006768542,36.9554215199403,26.0430329178122,0.956511902147407
TT_DW_ADJ,96,1,inf,13.4265433822472,,-inf
TT_DW_ADJ,97,138,9.34634392844915,110.182304410108,19.9145992526784,0.951510300357275
TT_DW_ADJ,98,44,17.0632830947135,292.170601558405,24.2114012291956,0.945052018141
TT_DW_ADJ,105,374,5.87010839584495,67.1895190474106,16.9023674182424,0.964227368096433
TT_DW_ADJ,108,333,9.16405487315745,132.973766021356,18.7032309679862,0.952422460076012
TT_DW_ADJ,110,449,9.20234009308803,135.842357461422,17.9438835967793,0.964761565960716
TT_DW_ADJ,111,376,9.98218182173371,144.081440503692,17.6944490301376,0.975160465081181
TT_DW_ADJ,115,1,inf,17.7731268390447,,-inf
TT_DW_ADJ,116,9,10.0189451490353,137.512416587403,14.659591315626,0.924506546061432
TT_DW_ADJ,119,3,1.03073492598021,2.46605718252008,20.8077205096256,0.854771937473487
TT_DW_ADJ,121,586,10.8475761723273,163.503015970326,14.8847071062398,0.9687347825663
TT_DW_ADJ,122,364,13.6676847341133,238.858069536477,21.1203130741623,0.956451411385663
TT_DW_ADJ,123,6,6.44998988967298,31.3803017863694,24.414798927102,0.999443557498138
TT_DW_ADJ,125,428,5.46057314936268,84.6425401135247,12.3876961055265,0.981543317358631
TT_DW_ADJ,126,35,4.14612433838935,51.869918112981,16.310373482672,0.995580509594695
TT_DW_ADJ,129,390,8.541009817381,170.606463968041,14.1361275450169,0.982817678558682
TT_DW_ADJ,131,1108,9.07374590673865,138.094492027441,15.5880962939978,0.969787990355268
TT_DW_ADJ,132,109,5.52952044646544,75.5975137694312,20.8968402428482,0.963540188801441
TT_DW_ADJ,202,512,17.8246115969304,416.632328952361,24.2381113151878,0.974296589539999
TT_DW_ADJ,211,25,21.8182449545098,589.400674291654,19.5100701508572,0.928283558212188
TT_DW_ADJ,221,13,3.01219802418244,24.0408921654278,12.3858576908858,0.986341848913775
TT_DW_ADJ,222,35,8.45196938790713,95.4982770758698,21.0720868372329,0.968877319809893
TT_DW_ADJ,241,219,4.89226293371075,76.8933233722684,17.1323631151399,0.932932653352983
TT_DW_ADJ,242,51,4.81549607630424,58.2237245601841,17.9002912369207,0.984017157424619
TT_DW_ADJ,261,318,9.13998233229538,163.790820880387,17.2773221650759,0.971511091323998
TT_DW_ADJ,263,133,16.3326052813996,315.343279067378,21.1186470434607,0.967801742560051
TT_DW_ADJ,264,12,18.0424436039928,448.997201128944,24.4784602183413,0.971233085336171
TT_DW_ADJ,313,50,2.2463558618684,19.7020038829185,16.6337503118498,0.993670500933593
TT_DW_ADJ,314,4,56.822241828085,1182.17777968321,50.7682077103833,0.911172328099504
TT_DW_ADJ,315,11,3.17828588046079,9.79567599512587,9.89395385928208,0.739727338068735
TT_DW_ADJ,316,483,7.84768380488111,98.3922394944324,22.1365474217272,0.987792945241554
TT_DW_ADJ,317,53,12.764929905745,180.66538944279,20.4762698468095,0.947639483258731
TT_DW_ADJ,318,384,15.8115381072121,307.038588026321,17.5513377907272,0.966760179624197
TT_DW_ADJ,320,2,2.1127763888933,4.55304131019369,10.9415942370179,0.987345952318179
TT_DW_ADJ,351,15,12.632736056343,103.874550327011,46.881062240166,0.857627258319259
TT_DW_ADJ,352,2,0.987559654410965,0.76814114130626,29.0968598890357,-0.396546302881146
TT_DW_ADJ,370,38,13.3344669729429,174.547433795301,20.945255050434,0.97162496171008
TT_DW_ADJ,371,269,21.5144653599926,394.400988268747,18.4380305760312,0.91680509878847
TT_DW_ADJ,372,10,17.5985734474104,240.013771217837,19.7011863505852,0.949215097857061
TT_DW_ADJ,375,437,7.3062673361783,77.8464490243563,18.2910776515919,0.964466717849583
TT_DW_ADJ,379,3,1.8125928738209,3.10250161155666,15.9940432180485,0.753914163479709
TT_DW_ADJ,391,60,3.19303638681275,17.7385614848016,19.1348408395234,0.954405090857371
TT_DW_ADJ,400,222,14.9239912515138,238.675974549414,25.7067923165031,0.972860642243742
TT_DW_ADJ,402,6,19.0653514368827,450.495719939011,6.29633229311601,0.984034715179188
TT_DW_ADJ,403,8,4.33834700965552,28.6986689841588,19.5132964499844,0.992194630915992
TT_DW_ADJ,460,14,1.01451353819017,2.79493684686249,13.7570810577114,0.994522363680811
TT_DW_ADJ,461,107,11.0690004132165,167.868500595084,20.8675155248813,0.97030362192904
TT_DW_ADJ,462,10,11.4479425029006,217.844495081062,9.35793104310996,0.978819365807973
TT_DW_ADJ,471,18,3.06994975293814,16.9987276293,21.3383246312463,0.954379564961967
TT_DW_ADJ,491,60,1.3311919418327,3.51644140113647,22.2830228972241,0.966824323628053
